Jesus Carlos da Mota;13
Italo Santiago Vega;13
Klaus de Geus;13
Jose Roberto Zorzatto;13
Wu Shin-Ting;13
Adriano Roberto de Lima;13
Luciano Barbanti;13
Orlando Frizanco;13
Ricardo Rodrigues Ciferri;13
Orlando Gomes Loques Filho;13
César Augusto Missio Marcon;13
Dionisio Gomes do Carmo-Neto;13
João Luiz Kohl-Moreira;13
Gustavo Adolfo Torres Fernandes da Costa;13
Elena Aladova;13
Jeremias da Silva Leão;13
César Guilherme de Almeida;13
Andrés Koropecki;13
Ana Carolina Cintra Nunes Mafra;13
Rudinei Goularte;13
Eberson Paulo Trevisan;13
Pericles Cesar de Araujo;13
Elvio Gilberto da Silva;13
José Sérgio Domingues;13
Hime Aguiar;13
Douglas da Silva Tinti;13
Joao Candido Portinari;13
Edson Alves de Oliveira Junior;13
Eliete Biasotto Hauser;13
Claudianny Amorim Noronha;13
Licio Hernanes Bezerra;13
Michele Ferraz Figueiró;13
Mohsen Amiri;13
Wagner Barbosa de Lima Palanch;13
Tertuliano Franco Santos Franco;13
Lucio Jose Vivaldi;13
Márcia Cristina Moraes;13
Antonio Jorge Gomes Abelém;13
Euclides de Moraes Barros Junior;13
Maria Alice Silveira de Brito;13
Edson Vargas;13
Miguel Elias Mitre Campista;13
Miguel Fidencio Loayza Lozano;13
Julio da Silva Dias;13
Celso José da Costa;13
Alexandre Jose Santana;13
Marcello Thiry Comicholi da Costa;13
Sergio Manuel Serra da Cruz;13
Paula Giselle Czaikoski;13
Lisbeth Kaiserlian Cordani;13
Claudemir Pinheiro de Oliveira;13
Ramón Orestes Mendoza Ahumada;13
Maria Gorete Carreira Andrade;13
Maíra Ribeiro Rodrigues;13
Fabiano Alan Serafim Ferrari;13
Anderson Luiz de Souza;13
Junia Coutinho Anacleto;13
Elaine Gouvêa Pimentel;13
Carla Almeida Vivacqua;13
Raymundo Luiz de Alencar;13
Renan Gonçalves Cattelan;13
Valdivino Alexandre de Santiago Júnior;13
Elizaveta Vishnyakova;13
Antonio Clecio Fontelles Thomaz;13
Otávio Noura Teixeira;13
Angelo Roncalli Alencar Brayner;13
Marcelo Lisboa Rocha;13
Camila Bertini Martins;13
Carlos Norberto Fischer;13
Luiz Felipe Campos de Rezende;13
Luiz Roberto Martins Pinto;13
José Ramon Arica Chavez;13
Angela Maria Hartmann;13
Míriam Garcia Manoel;13
Giuseppe Romanazzi;13
Lucas Koshy Naoe;13
Gustavo Leonel Gilardoni Avalle;13
Ricardo Menezes Salgado;13
Paulo Alexandre Araújo Sousa;13
Rafael Camargo Ferraz;13
Rodrigo de Lemos Peroni;13
Jorge Petrúcio Viana;13
Eduardo Gomes Carvalho;13
Stephan Wilhelm Weis;13
Vladimir Andreevitch Popov;13
Rogério Luís Rizzi;13
Renato Mendes Coutinho;13
Sara Díaz Cardell;13
Edson Agustini;12
Yandre Maldonado e Gomes da Costa;12
Jose Omegar Calvo Andrade;12
Nicola Pace;12
Nicolas Van Goethem;12
Ana Shirley Ferreira da Silva;12
Ricardo Rall;12
Tiberius de Oliveira e Bonates;12
Clarissa de Assis Olgin;12
José Roberto Temponi de Oliveira;12
Jorge Cesar Abrantes de Figueiredo;12
Augusto Vieira Cardona;12
Rosa María García Márquez;12
Cecilia Sosa Arias Peixoto;12
Angelo Amâncio Duarte;12
Kátia Maria de Medeiros;12
Camila Pinto da Costa;12
Klaus Schmid;12
Maria Julia Redondo;12
Kenier Castillo Rodríguez;12
Rogério Galante Negri;12
Luciane de Fátima Rodrigues de Souza;12
Fabio Ferrari Ruffino;12
Aline Brum Loreto;12
Eduardo André Mossin;12
David Corrêa Martins Junior;12
Paulo Ricardo Bittencourt Guimarães;12
Igor Mencattini;12
Leandro Alves Neves;12
Lubomir Banas;12
Martha Ximena Torres Delgado;12
Roberta Bessa Veloso Silva;12
Ana Cervigni Guerra;12
Raul Ceretta Nunes;12
Illya Kokshenev;12
Behrooz Mirzaii;12
Ricardo S Zebulum;12
Suzinei Aparecida Siqueira Marconato;12
Vando Narciso;12
Francisco Javier Tipán Salazar;12
Fabio Andre Machado Porto;12
Luciano de Souza Cabral;12
Ana Cristina Vieira;12
Renato Glauco de Souza Rodrigues;12
Denize da Silva Souza;12
Marcelo Faoro de Abreu;12
Ricardo Martins Ramos;12
Aloisio Jose Freiria Neves;12
Joaquim Manoel da Silva;12
Kelyn Schenatto;12
Helmar Nunes Moreira;12
Luiz Mariano Paes de Carvalho Filho;12
Caio José Colletti Negreiros;12
Flank David Morais Bezerra;12
Eyüp Kizil;12
João Gil de Luna;12
Adriana Santarosa Vivacqua;12
Luiz Fernando de Oliveira Faria;12
Alberto Egon Schaeffer Filho;12
Diana Sasaki Nobrega;12
Célia Barros Nunes;12
Gustavo da Silva Araújo;12
Gislaine Cristina Batistela;12
Irwen Valle Guadalupe;12
Maria Cristina Varriale;12
Leandro de Araújo Lima;12
Paulo Henrique Pereira;12
Roberto Luiz Souza Monteiro;12
Claudia Regina Oliveira de Paiva Lima;12
Bárbara Denicol do Amaral Rodriguez;12
Yuri Gomes Lima;12
Alicia Dickenstein;12
Manuel Stadlbauer;12
Adriano Zanin Zambom;12
Francisco Xavier Fontenele Neto;12
Fabiane Fischer Figueiredo;12
Luidi Gelabert Simonetti;12
Luis Ernesto Brossard Perez;12
Luís Domingues Tomé Jardim Tarrataca;12
Sérgio Donizetti Zorzo;12
Luiz Claudio Demes da Mata Sousa;12
Alessandro Alla;12
Carlos Alberto Olarte Vega;12
Léo Pini Magalhães;12
Manoel Camillo de Oliveira Penna Neto;12
Diego Ignacio Gallardo Mateluna;12
Antônio Zumpano Pereira Santos;12
Michael jeremie Poss;12
Vinícius Pazuch;12
Rui Maia Diamantino;12
Rodrigo Clemente Thom de Souza;12
Gentil Veloso Barbosa;12
Fernando José Castor de Lima Filho;12
Genevile Carife Bergamo;12
Denis Lima do Rosário;12
Teresinha Moreira de Magalhães;12
Neila Tonin Agranionih;12
Herivelto Martins Borges Filho;12
Laura Vilela Rodrigues Rezende;12
Maria Rosangela Bez;12
Alessandra Ferraz da Silva Ferreira;12
Célio Andrade de Santana Júnior;12
Wagner Antonio Arbex;12
Joanlise Marco de Leon Andrade;12
Vitor de Oliveira Ferreira;12
Sebastião Marcos Antunes Firmo;12
Gustavo Enrique de Almeida Prado Alves Batista;12
Juliano de Bem Francisco;12
Walcy Santos;12
Carlos Frederico Borges Palmeira;12
Ricardo Sandes Ehlers;12
Natalia da Silva Martins;12
Abdelhakim Senhaji Hafid;12
Lau Cheuk Lung;12
André Sandmann;12
Cintia Cristina Silva de Araujo;12
Bruno Luis de Andrade Santos;12
Cesar Augusto Fonticielha De Rose;12
Ana Carolina Brandao Salgado;12
Elmar Uwe Kurt Melcher;12
Rolf Fredi Molz;12
Leopoldo Rideki Yoshioka;12
James D Nichols;12
Rafael Castro de Andrade;12
Alexsandro Giacomo Grimbert Gallo;12
Érico Marcelo Hoff do Amaral;12
Marcelo Muniz Silva Alves;12
Daniel Carlos Guimarães Pedronette;12
Denivaldo Cicero Pavão Lopes;12
Rosangela de Fátima Sviercoski;12
Armando Gil Magalhães Neves;12
Teófilo Emidio de Campos;12
Guilherme Chaud Tizziotti;12
Adriano Donizete Pila;12
Sergio Oscar Anchorena;12
Fabrício Martins Lopes;12
Marina Esther Groshaus;12
Arndt von Staa;12
Marcus Vinícius Alvim Andrade;12
Lígia Alves Barros;12
Marco Aurélio Spohn;12
Héctor José García Mendoza;12
Carla Suzy Freire de Brito;12
David Vernon Vieira;12
Daniela Carvalho Monteiro Ferreira;12
Bárbara Nivalda Palharini Alvim Sousa Robim;12
Ángela Mireya León Mecías;12
Luciana Pagliosa Carvalho Guedes;12
Silvana Rossy de Brito;12
Rafael Bello;12
Aldemar de Araújo Santos;12
Allan Nilson de Sousa Dantas;12
Edson Donizete de Carvalho;12
Stylianos Dimas;12
Alexandre Megiorin Roma;12
Maíra Aguiar Freire dos Santos;12
Flávio Bittencourt;12
Geraldo Mendes de Araujo;12
Elon Lages Lima;12
Zair Abdelouahab;12
Juvêncio Santos Nobre;12
Adailton Alves da Silva;12
Juliano Bortolini;12
Sérgio Mota Alves;12
Vanderlei Freitas Junior;12
Luiz Antônio Pereira Neves;12
Luiz Fernando Jacintho Maia;12
Maria das Graças Bruno Marietto;12
Danúbia Bueno Espíndola;12
Ricardo de Almeida Falbo;12
Rafael Port da Rocha;12
Marcelo Andrade Teixeira;12
Leonardo Castro Botega;12
Maria Alejandra Rodriguez Hertz;12
Vital Araújo Barbosa de Oliveira;12
Ivanildo José de Melo Filho;12
Isabelle Tamanini;12
Aldemon Lage Bonifácio;12
Daniel Núñez Alarcón;12
Cristiana Andrade Poffal;12
Sérgio Teixeira de Carvalho;12
Catarina Mendes de Jesus Sánchez;12
Elvia Mureb Sallum;12
Sandra Sayuri Yamashita Nakagawa;12
Andréa Poletto Sonza;12
Vanessa Cristina Oliveira de Souza;12
Elva Eliana Ortega Torres;12
Márcio Henrique Batista da Silva;12
Diogo Borges Lima;12
Daniel Fernandes Macedo;12
Arilo Claudio Dias Neto;12
Mykola Khrypchenko;12
Renato Antonio Celso Ferreira;12
Jony Arrais Pinto Junior;12
Marco Aurelio Amaral Henriques;12
Luis Iván Ortiz Valencia;12
Frank Sinatra Gomes da Silva;11
Marcos Cordeiro d'Ornellas;11
Ana Cristina Vieira de Melo;11
Ricardo Luís de Freitas;11
Marco Pacini;11
Claudia Silveira da Cunha;11
Marcio Antonio de Faria Rosa;11
Karin Ritter Jelinek;11
Cecília Salgado Guimarães da Silva;11
Lilian Noronha Nassif;11
Márcio Eduardo Delamaro;11
Vinícius Veloso de Melo;11
Elizabeth Mie Hashimoto;11
Julián Eduardo Haddad;11
Guilherme Lucio Abelha Mota;11
Margareth da Silva Alves;11
Celso Luiz Mendes;11
Maria Teresa Aparicio Villegas;11
Fábio Teodoro de Souza;11
Antonio Cândido Faleiros;11
Eduardo Jordao Neves;11
Melline Fontes Noronha;11
Omar Paranaiba Vilela Neto;11
Santi Domenico Spadaro;11
Wilson Pires Gaviao Neto;11
Liriane Soares de Araújo;11
Ocsana Sonia Danyluk;11
Nuno Alexandre Martins de Matos Luzia;11
Cláudia Ferreira Reis Concordido;11
Shamil Ibraghimovich Galiev;11
Ermeson Carneiro de Andrade;11
Felipe Ignacio Lara Obreque;11
German Jesus Lozada Cruz;11
Fábio Paraguaçu Duarte da Costa;11
Daniel Morgato Martin;11
Elisa Hatsue Moriya Huzita;11
Mariela Inés Cortés;11
Marcus Redü Eslabão;11
Ricardo Choren Noya;11
Cristie Diego Pimenta;11
Sergio Luis Zani;11
Gilson Vieira;11
Nelson Souto Rosa;11
Marcio Andre Martins;11
Claudio Nogueira de Meneses;11
Elcio Hideiti Shiguemori;11
Leonardo Antonio de Andrade;11
Dalvan Jair Griebler;11
Cristiane Neri Nobre;11
Getulio Jose Amorim do Amaral;11
Paulo Roberto de Lira Gondim;11
Ariane Machado Lima;11
Selene Maria Coelho Loibel;11
Laércio Aparecido Lucas;11
Túlio Oliveira de Carvalho;11
Fernando Colman Tura;11
Paulo Jorge Magalhães Teixeira;11
Marcondes Rodrigues Clark;11
Tiago Almeida de Oliveira;11
Mariana Recamonde Mendoza;11
Carlos Henriques Barroqueiro;11
Marcel Vinicius Medeiros Oliveira;11
Sonia Pinto de Carvalho;11
Marcelo Gonçalves Rubinstein;11
Ana Luísa Mülbert;11
Regina Sandra Burachik;11
Jacqueline Fabiola Rojas Arancibia;11
Otávio Paulino Lavor;11
Paulo Lício de Geus;11
Cicilia Raquel Maia Leite;11
Eduardo Antonio César da Costa;11
Giuseppe Dito;11
Diego Guimarães Florencio Pujoni;11
Marly Theoto Rocha;11
Valdair Bonfim;11
Bruno Costa e Silva Nogueira;11
Luiz Gustavo Leão Fernandes;11
Viviana Jorgelina del Barco;11
Jarbas Joaci de Mesquita Sá Junior;11
Oscar Luiz Teixeira de Rezende;11
Paulo Sergio Marques dos Santos;11
Richard Vasques;11
Cicero Augusto Mota Cavalcante;11
Maristela Terto de Holanda;11
Gleison dos Santos Souza;11
Giorgio Venturi;11
Simone Daniela Sartorio de Medeiros;11
Anne Alilma Silva Souza Ferrete;11
Rogério Patrício Chagas do Nascimento;11
Paulo Roberto Barbosa;11
Eduardo Garibaldi;11
André Castelo Branco Soares;11
Antonio Eduardo de Albuquerque Junior;11
André Leon Sampaio Gradvohl;11
Joao Carlos Pereira da Silva;11
Ellen Hidemi Fukuda;11
Paulo Henrique Ferreira da Silva;11
Alfredo Tadeu Cousin;11
Glauco da Silva Aguiar;11
Danilo Royer;11
Arlindo Gomes de Alvarenga;11
Mônica Cerbella Freire Mandarino;11
Haroldo Gambini Santos;11
Paulo Henrique Lemelle Fernandes;11
Mônica Carneiro Sandoval;11
Thais Vasconcelos Batista;11
Matias Luis del Hoyo;11
Murilo Vicente Gonçalves da Silva;11
Vaston Gonçalves da Costa;11
Eduardo Cardoso Moraes;11
Roberto Ribeiro Paterlini;11
Rosangela Aparecida Botinha Assumpção;11
Vera Lucia da Rocha Lopes;11
Joceli Mayer;11
Paulo Eustáquio Duarte Pinto;11
Vera Lucia Merlini;11
Luis Allan Künzle;11
Fabiano Passuelo Hessel;11
José Luiz Fernandes;11
André Telles da Cunha Lima;11
Paulo Cezar Pinto Carvalho;11
Marilton Sanchotene de Aguiar;11
Antônio Eduardo Costa Pereira;11
Altair Olivo Santin;11
Leandro Martins Cioletti;11
Pedro Guilherme Costa Ferreira;11
Carlos Nabil Ghobril;11
Cláudio Cristiano Liell;11
Mathilde Françoise Charlotte Colombeau-Fonteyne;11
Tiago Agostinho de Almeida;11
Margareth Aparecida Sacramento Rotondo;11
Poliana Daré Zampirolli Pires;11
Simon George Chiossi;11
Evelina Shamarova;11
Joel Gomes Pereira Junior;11
Thaísa Leal da Silva;11
José de Oliveira Guimarães;11
José Avelino Placca;11
Anderson Ribeiro Duarte;11
Flávio José de Oliveira Morais;11
Aline Vieira Malanovicz;11
Arley Ferreira de Souza;11
Rodrigo Luis de Souza da Silva;11
Frank José Affonso;11
Vilton Jeovan Viana Pinheiro;11
George Marconi de Araújo Lima;11
Daniel Gregorio Alfaro Vigo;11
Maria Cecilia Vecchiato Saenz Carneiro;11
Ricardo Villarroel Dávalos;11
Manoel Socorro Santos Azevedo;11
Maria de Los Angeles Gonzalez Lima;11
Ivandre Paraboni;11
Carlos Eduardo Santos Pires;11
Remy de Paiva Sanchis;11
Lucelina Batista dos Santos;11
Jorge Luis Cavalcanti Ramos;11
Ruben Edgardo Panta Pazos;11
João Eloir Strapasson;11
Pedro da Silva Peixoto;11
Ricardo Matsumura de Araújo;11
Paula Balseiro;11
Simone do Rocio Senger de Souza;11
Mauro Moraes Alves Patrao;11
Regis Cristiano Pinheiro Marques;11
Cristiane Antonia Hauschild;11
Volodymyr Tesko;11
Tânia Baier;11
Érika Fernandes Cota;11
Jose Carlos Fernandes de Oliveira;11
Carlos Alberto de Jesus Martinhon;11
Vagner Katsumi Okura;11
Remis Balaniuk;11
João Angelo Martini;11
Maurício Vieira Kritz;11
Luz Delicia Castillo Villalobos;11
Cristina Meinhardt;11
Dan Avritzer;11
Tania Elisa Seibert;11
Verilda Speridião Kluth;11
Linair Maria Campos;11
Francisco Adelton Alves Ribeiro;11
Emanuel Pimentel Barbosa;11
Sérgio Renato Artiaga da Rosa;11
Rafael Bassi Stern;11
Mariza Andrade da Silva Bigonha;11
Janne Lúcia da Nóbrega Firmino;11
Paulo Roberto Brumatti;11
Camila Borelli Zeller;11
Regina da Silva Pina Neves;11
Tiago Garcia de Senna Carneiro;11
Ana Lúcia Souza Silva Mateus;11
Luís Alexandre Estevão da Silva;11
Eliane Martins;11
João Paulo Gois;11
Claudine Chaouiya Chantegrel;11
Mário Jorge Dias Carneiro;11
Rafael Andres Rosales Mitrowsky;11
Thiago Ferreira de Noronha;11
Dorgival Olavo Guedes Neto;11
Pedro Paulo Serpa Schirmer;11
Paulo de Figueiredo Pires;11
Vinicius Augusto Carvalho de Abreu;11
Maricéia Tatiana Vilani;11
Luciane Ferreira Alcoforado;11
Jardel Morais Pereira;11
Firmo Freire;11
Thiago Oliveira dos Santos;11
José Leonardo Ribeiro Macrini;11
Gladson Octaviano Antunes;11
Durval José Tonon;11
Thiago Gentil Ramires;11
André Luís Machado Martinez;11
Fabio Wendling Muniz de Andrade;11
Osmundo Alves de Lima;11
Edilson Ferreira Flores;11
Dora Soraia Kindel;11
José Rodrigo Furlanetto de Azambuja;11
Flávio Andrade Faria;11
Flávia Dias de Souza;11
Roberto Alexandre Dias;11
Eliezer Batista;11
Luiz Carlos Matioli;11
Darly Fernando Andrade;11
Tania Zdenka Guillén de Torres;11
Rodrigo Pereira dos Santos;10
Andre Yoshiaki Kashiwabara;10
Emerson Cabrera Paraiso;10
Victor Francisco Araya Santander;10
Romualdo Monteiro de Resende Costa;10
Regis Augusto Poli Kopper;10
Yiezenia Rosario Ferrer;10
Renan Cipriano Moioli;10
Luiz Ary Messina;10
Elenita Eliete de Lima Ramos;10
Catia Regina Gonçalves;10
Marla Teresinha Barbosa Geller;10
Eduardo Tengan;10
Maria Claudia Reis Cavalcanti;10
Routo Terada;10
Patrícia Neves Mendes;10
Fernando da Fonseca de Souza;10
Ana Maria Volkmer de Azambuja;10
Samuel Anton Senti;10
José Othon Dantas Lopes;10
Marco Antônio Pinheiro de Cristo;10
Alessandro Brawerman;10
João Francisco Prolo Filho;10
Carlos Alberto Alonso Sanches;10
Pedro Paulo de Magalhaes Rios;10
Toacy Cavalcante de Oliveira;10
Pablo Gutierrez Barrientos;10
Maria Inez Machado Telles Walter;10
Rolando Garciga Otero;10
Gerson Linck Bichinho;10
Fabricio Olivetti de França;10
Miriam Barbuda Fernandes Chaves;10
Rosiane de Freitas Rodrigues;10
Adriana Soares Pereira;10
Raimundo de Araújo Bastos Júnior;10
Joao Victor Boechat Gomide;10
Gabriel Loureiro de Lima;10
Patricia Duarte de Lima Machado;10
João Peres Vieira;10
Marcio Bambirra Santos;10
Maurício Pamplona Segundo;10
Gabriel Haeser;10
Pawan Kumar Mishra;10
Edelweis Helena Garcez Ritt;10
Roberto Navarro de Mesquita;10
Anelise Munaretto Fonseca;10
Adicinéia Aparecida de Oliveira;10
Angela Maria Sitta;10
Luis Antonio Ccopa Ybarra;10
Cristiano Bonato Both;10
Fernando Antonio Aires Lins;10
Edelweis Jose Tavares Barbosa;10
David Moises Barreto dos Santos;10
Ana Graziela Alvarez;10
Maria Aguieiras Alvarez de Freitas;10
Cosme Eustaquio Rubio Mercedes;10
Leiva Casemiro Oliveira;10
Carmo Henrique Kamphorst;10
Jose Afonso Barrionuevo;10
Gibeon Soares de Aquino Junior;10
Miguel Diogenes Matrakas;10
Pierre Schapira;10
Guilherme Alvaro Rodrigues Maia Esmeraldo;10
Nikolay Koshev;10
Marcos Antonio Santos de Jesus;10
Martin Alejandro Musicante;10
Yumei Wu;10
Gustavo Hoepfner;10
Carlos Riveros;10
Rafael Andrade;10
María Soledad Aronna;10
Fernando Luís Dotti;10
Delcio Cardim;10
Carlos Barros Montez;10
Saul de Castro Leite;10
Benito Frazao Pires;10
Samara Flamini Kiihl;10
Raúl Daniel Millán;10
Francisco Torres Avilés;10
Marcel Ferrante Silva;10
Luiz Augusto Fernandes de Oliveira;10
Rondineli Rodrigues Pereira;10
Fabricio de Souza Farias;10
Candido Ferreira Xavier de Mendonça Neto;10
Jose Eduardo Zindel Deboni;10
Andrey Bovykin;10
José Mario De Martino;10
Simão Nicolau Stelmastchuk;10
Shirlei Serconek;10
José Gonçalo dos Santos;10
Walter Gomez Bofill;10
Paulo Nazareno Maia Sampaio;10
Mark Alan Junho Song;10
Melise Maria Veiga de Paula;10
André Barros de Sales;10
Maria Deusa Ferreira da Silva;10
Carlos Antonio Abanto-Valle;10
Isaías Pereira de Jesus;10
Marcello Goulart Teixeira;10
Denice Aparecida Fontana Nisxota Menegais;10
Hans Christian Herbig;10
Valter Vieira de Camargo;10
Guilherme da Costa Pereira Innocentini;10
Silvio Jamil Ferzoli Guimarães;10
André Maués Brabo Pereira;10
José Jerônimo Camata;10
Dirceu Bagio;10
Pedro Henrique de Almeida Konzen;10
Lucas Antunes Tambara;10
Elenice Biazi;10
Erlandson Ferreira Saraiva;10
Lingmin Liao;10
Neyva Maria Lopes Romeiro;10
Pedro Silvestre da Silva Campos;10
Werner Leyh;10
Luis Gustavo Esteves;10
Viviane Torres da Silva;10
Ricardo Felipe Custodio;10
Wilson Castro Ferreira Junior;10
Wilfredo Blanco Figuerola;10
Marley Lamounier Machado;10
Diogo Ferreira da Costa Patrão;10
Daniel Welfer;10
Suely Cristina Silva Souza;10
Carlos Hitoshi Morimoto;10
Geraldo Francisco Donegá Zafalon;10
Karin Koogan Breitman;10
Magda Carvalho Pires;10
Fábio José Parreira;10
Edwin Benito Mitacc Meza;10
Marco Boggi;10
Sergio Antonio Tozoni;10
Cristina Correa de Oliveira;10
Virgínia Cardia Cardoso;10
Chaim Samuel Honig;10
Kelton Augusto Pontara da Costa;10
Norian Marranghello;10
Mauro Margalho Coutinho;10
Dulce Mary de Almeida;10
Ricardo Guerra Marroquim;10
Gustavo Benitez Alvarez;10
Vera Lucia Strube de Lima;10
Regina Helena Munhoz;10
Chau Sen Shia;10
Rodrigo Bonacin;10
Pedro Roitman;10
Juliano Lopes de Oliveira;10
Maria Aparecida Diniz Ehrhardt;10
Sabrina Luzia Caetano;10
Cleto Brasileiro Miranda Neto;10
Katia Silva Guimarães;10
Thiago Donda Rodrigues;10
Yasser Fermán Ortiz Castillo;10
Loreni Aparecida Ferreira Baldini;10
Edson Borin;10
Antonio Carlos GAY THOMÉ;10
Ellen Francine Barbosa;10
Ernani Martins dos Santos;10
Milena Yumi Ramos;10
Juan Carlos Vidal Aguiar;10
Jiahong Yin;10
Renato de Freitas Bulcão Neto;10
Analice Costacurta Brandi;10
Ricardo de Oliveira Duarte;10
Luis Fabricio Wanderley Goes;10
Kalina Lígia Cavalcante de Almeida Farias Aires;10
Jurandy Gomes de Almeida Junior;10
Vítor Manuel de Morais Santos Costa;10
Wesley Angelino de Souza;10
Valeria Cesario Times;10
Marina Silva Paez;10
Fernando Rodrigo Rafaeli;10
Willian César Paterlini;10
Windson Viana de Carvalho;10
Juliana de Rezende Chrisman;10
Rubens de Figueiredo Camargo;10
Maria de Lourdes Merlini Giuliani;10
Daltro José Nunes;10
José Fernando Rodrigues Júnior;10
Daniel Guerreiro e Silva;10
Lisane Brisolara de Brisolara;10
João Vitor da Silva;10
Rafael Montoito Teixeira;10
Fábio Nogueira de Lucena;10
Sonia Maria Kurchaidt;10
Fábio Papini Fornazari;10
Ryuichi Fukuoka;10
Genaina Nunes Rodrigues;10
Thiago Castilho de Mello;10
Talita Buttarello Mucari;10
Marcelo Schiavon Porto;10
Arthur da Costa Almeida;10
Ana Carolina Letichevsky;10
Luís Felipe Leite Martins;10
Felipe Wallison Chaves Silva;10
Patricia Cabral de Azevedo Restelli Tedesco;10
Paulo Marcelo Dias de Magalhães;10
Tayana Uchôa Conte;10
Luis Otavio Campos Alvares;10
Geovan Tavares dos Santos;10
Marcia Gonçalves de Oliveira;10
Daniela Satomi Saito;10
Marcos Antonio da Cunha Santos;10
Thiago de Melo;10
Marcelo Fantinato;10
Ana Cecília Togni;10
Stefano Nardulli;10
Juliana Garcia Cespedes;10
Antonio Eduardo Gomes;10
Osnel Broche Cristo;10
Denise Nunes Viola;10
Andrés Ignacio Ávila Barrera;10
Wagner Rodrigo Weinert;10
Maria Clicia Stelling de Castro;10
Ana Cristina Ferreira;10
Nara Martini Bigolin;10
Francisco Eduardo da Fonseca Delgado;10
Carlos Manuel Jorge da Costa;10
Rodrigo Rafael Villarreal Goulart;10
Mário Mestria;10
Radko Mesiar;10
Rodrigo Coelho Barros;10
Eugénio da Costa Oliveira;10
Alexandre Savaris;10
Rogério Rodrigues de Vargas;10
Serafin Bautista Diaz;10
Isaia Nisoli;10
Maurilio Pereira Coutinho;10
Gilson do Nascimento Silva;10
Eudisley Gomes dos Anjos;10
Hélio Luiz Simonetti;10
Ariane Massae Masuda;10
Geber Lisboa Ramalho;10
Talles Marcelo Gonçalves de Andrade Barbosa;10
Joao Carlos Prandini;10
Flavia Sueli Fabiani Marcatto;10
Jose Antonio Carlos Canedo Medeiros;10
Claudio Cesar de Sá;10
Luciano Bedin;10
Javam de Castro Machado;10
Emerson Cotta Bodevan;10
Fernando Otaviano Campos;10
Marco Aurélio Gerosa;10
Isabel Lugao Rios;10
Francisco Roberto Pinto Mattos;9
Juarez dos Santos Azevedo;9
Elias Chaibub Neto;9
Roberto Fernandes Tavares Neto;9
Ricardo Parreira da Silva;9
Antonio Carlos Brolezzi;9
Marcus Vinicius Carvalho Guelpeli;9
Romildo Martins da Silva Bezerra;9
Patricia Bellin Ribeiro;9
Juliana Kaizer Vizzotto;9
Laura Leticia Ramos Rifo;9
Marcus de Melo Braga;9
Joseane Pinto de Arruda;9
Helena Maria Monteiro Moreira Oliveira dos Reis;9
Maria Aparecida Bená;9
Cecília Mary Fischer Rubira;9
Fábio Antonio Tavares Ramos;9
Marcos Roberto Teixeira Primo;9
Carlos Alberto Kamienski;9
Marcilio Carlos Pereira de Souto;9
Alexandre Luis Correa;9
Ahmed Ali Abdalla Esmin;9
Denilson Alves Pereira;9
Ricardo Tavares;9
Jean Carlos Teixeira de Araujo;9
Marcilia Andrade Campos;9
Antonio Milton Borsonaro;9
Jair Sampaio Soares Junior;9
Luiz Henrique de Campos Merschmann;9
Feliciano Marcílio Aguiar Vitório;9
Fabio Alexander Fajardo Molinares;9
João Batista da Paz Carvalho;9
Ravi Prakash;9
Sidarta Araújo de Lima;9
Kleber Carrapatoso Nascimento Junior;9
Janae Goncalves;9
Everton Coimbra de Araújo;9
Julia Schaetzle Wrobel;9
Jason Paulo Tavares Faria Junior;9
Márcio Rentes Borges;9
Irina Sviridova;9
Sheldon Miriel Gil Dantas;9
Florencia Graciela Leonardi;9
Antonio Carlos Tamarozzi;9
Paulo Cupertino de Lima;9
Douglas Guimarães Macharet;9
Cristiane da Silva Stamberg;9
Denis Fernando Wolf;9
Denise Duarte Scarpa Magalhaes Alves;9
Anderson Alles de Jesus;9
Edna Natividade da Silva Barros;9
Celso Melchiades Doria;9
Cláudia Buttarello Gentile Moussa;9
Ismênia Ribeiro de Oliveira;9
Marcos de Oliveira Lage Ferreira;9
Dalton Vinicius Kozak;9
Edson Crisostomo dos Santos;9
Gislaine de Felipe Pereira;9
Fábio Antonio Dorini;9
Vincenzo Bongiovanni;9
Adán José Corcho Fernández;9
Simone de Lima Martins;9
Jair Silvério Dos Santos;9
João Paulo Ataide Martins;9
Karla Tereza Figueiredo Leite;9
Belmer Garcia Negrillo;9
Ethel Airton Capuano;9
Xu Yang;9
André Pimenta Freire;9
Antonio Mauro Barbosa de Oliveira;9
Valdeci José Costa;9
Fábio Vieira do Amaral;9
Marcelo Reicher Soares;9
Mauricio Rocha Lyra;9
Fabio Nogueira Carlucci;9
Jefersson Alex dos Santos;9
Luiz Claudio Schara Magalhaes;9
Marilia Levacov;9
Herman Martins Gomes;9
Álvaro Freitas Moreira;9
Marilei Bender Xavier;9
Aline Maria Malachini Miotto Amaral;9
Esteban Fernandez Tuesta;9
Raimundo Celestino Silva Neves;9
Renata Moreira Leal;9
Adriana Neumann de Oliveira;9
Ole Peter Smith;9
Edson José Rodrigues Justino;9
Luzia Vidal de Souza;9
Silvius Klein;9
Marcos Nascimento Magalhaes;9
Ines Regina Silva;9
Irineu de Azevedo Lima Neto;9
Marinez Cargnin-Stieler;9
Alexandre Carlos Brandao Ramos;9
Vinicius Silva dos Santos;9
Ana Beatriz Tozzo Martins;9
