,0
655,7560873860302180
656,7661299319840863
657,9524322570995295
658,5043628211112253
659,7748150619501176
660,2428387446395027
661,9450651844608149
662,4924625445541803
663,4364026635376610
664,1731404882978240
665,4806663335006822
666,678346772995782
667,5916670176612603
668,9126116794872218
669,3480971855615714
670,9497163545267149
671,7489426320194892
672,6284477991858149
673,1998425998595285
674,2600546662427031
675,4584974102909026
676,8125936228662659
677,9401021053128020
678,7670073845631502
679,6069135199129029
680,1251132330358045
681,9806803051844758
682,6419833437574297
683,6631734951886340
684,4124313188665846
685,8638200922501477
686,3275537710838553
687,7458931665854924
688,4143627263340869
689,3170214917043916
690,1905063970917818
691,3711344395240543
692,5654886463998722
693,8706482360260189
694,7830368617720691
695,9660257771780757
696,8059895022007296
697,1509581503800531
698,6170855690448454
699,8636490422314017
700,2596292202089280
701,942280337578749
702,7178008145146521
703,9339580575328324
704,6536466430357046
705,9112553123765129
706,5289198432083125
707,3671050254381458
708,8571246222067189
709,8194555687630315
710,3567566431082998
711,6442408827033661
712,4664114821024500
713,9321196983141007
714,1469022160931686
715,8131359499246280
716,2660499719136795
717,1237757168533855
718,6779045985461076
719,9442409703964384
720,4492457524733108
721,1670481682966837
722,2765713114904334
723,2013333157856144
724,8965657272360475
725,3181207778763747
726,4242314850775165
727,6837855526877302
728,7702402344957598
729,6113246270816698
730,5166402484522106
731,1253347080002829
732,2411381916108780
733,1699270381534554
734,4996067558475564
735,9855667783435303
736,174315524027254
737,2534222073519593
738,1012517690274045
739,488625287289142
740,2552771057405200
741,385035493852094
742,9044292557585452
743,666760133429351
744,8775603192942436
745,7730333559243073
746,3094313212204075
747,9693289838484177
748,942874751442245
749,7938249697438687
750,2869491387764118
751,3177072070882420
752,9496125502635782
753,4374422286112916
754,1575808930429580
755,392515964945932
756,1678831816642625
757,9155250046660696
758,8350170604040233
759,7471498692137426
760,6334261364683100
761,8461129071217711
762,7943967356963340
763,4839715726452379
764,5246589426102789
765,4982873220421404
766,6084324625677114
767,5006206621808981
768,2284632463484529
769,6372065724397108
770,6451739271949672
771,4666552875674759
772,8258601211794217
773,8618625605404320
774,5298379223750213
775,7602550048892347
776,4123080248349497
777,4856697706961903
778,2922413229771342
779,3303798300216201
780,7161240458041791
781,8181322112189269
782,3686262726426280
783,3864440795364252
784,6894505616008486
785,9362520082281314
786,4916148610656948
787,8848109054320619
788,3395127562892518
789,8997137904643903
790,1624940406545099
791,1278391207198352
792,9992418453955467
793,293006338379694
794,7254493537063903
795,8750446667201659
796,6014465848788018
797,6007144998801074
798,7641553268884764
799,9817303059261114
800,4002964698443999
801,8499988558957877
802,4127719883360128
803,5488203903773579
804,9230988579595245
805,746337016670411
806,2976484496590401
807,5378246377632366
808,8367930445383308
809,7151524568093059
810,8169101166904176
811,8555617222533646
812,1438123290138867
813,9488483296178894
814,191191226077271
815,1111331485581633
816,4721190941152334
817,1192944329873105
818,7065859575921588
819,8173156759985387
820,285342177148871
821,33036351033037
822,7137378074440766
823,6295539300088848
824,1987217076305725
825,3509130245153265
826,3459722334614649
827,3582461114222090
828,9729493483105088
829,201145506453251
830,8936337530468942
831,9285157988643513
832,2872169376520284
833,9697265373144215
834,15441240845846
835,2407287645408153
836,8781713201857857
837,5471319340733523
838,1360455918263805
839,5125135953374267
840,2173983403737263
841,4770327690461769
842,1796744155338645
843,1113531859811863
844,6452903751212344
845,3174379270045864
846,8556058672273925
847,3436184353817774
848,5945502241642845
849,5594125245180344
850,2535855962529404
851,7625055971904743
852,4502745117759342
853,3015017337118202
854,2141939467104535
855,612593958920401
856,4186911450566107
857,74958731690449
858,5790580176090438
859,9938409238183849
860,5246371559103159
861,631946585930346
862,4577045544623785
863,9484595746054475
864,228486901253983
865,8752847439963665
866,9935262790232584
867,1203490118064445
868,1249977766794709
869,6511248045406606
870,3702734919976492
871,1125102362304422
872,2144446854611974
873,9914302138982591
874,7783856810131787
875,7762263039562181
876,2612915149105321
877,828495205166503
878,8245874223555312
879,7819552476232601
880,7692378777904673
881,3456901728902392
882,3231282086023916
883,4034449429973970
884,8478109440652
885,9527284964541341
886,5710278151289710
887,4092412037479077
888,4274116207418522
889,8093609860161515
890,6354199894423672
891,1491707215811401
892,3351743812672462
893,6092096824405681
894,3356056908167229
895,9222099862516722
896,7179620107122573
897,6177942019993733
898,7780426146494257
899,7776859186660318
900,481805618553969
901,3630521378837174
902,7803910549975968
903,9564037217573368
904,5968281049344670
905,7587473047213475
906,4188738383218891
907,2646221202226948
908,6312308130945210
909,6637282911585412
910,1312990966524810
911,7364911888388101
912,1598281978467904
913,8829731333096547
914,5227983926300273
915,2163116940532661
916,7866078164454516
917,3867241807322720
918,8540738484147858
919,4181793028273212
920,2537709612833688
921,1112919781647346
922,2055261061681261
923,9979783798375881
924,985439240906100
925,9636638965368624
926,567040411750095
927,7582366867470638
928,446152899081719
929,6726995431385075
930,3779225124392648
931,691656600484878
932,1086090191560404
933,5121457387966462
934,7680212403415186
935,1603969901775272
936,4649740767932046
937,1731091856595215
938,9889782719591445
939,1276155874722584
940,9432609813854077
941,510953419404742
942,5520826198675295
943,3474603539038128
944,5567807797141214
945,6757773525120418
946,9235322601502736
947,1751442161665645
948,8862053638936591
949,6716603062813715
950,8359367070913548
951,8323653689815096
952,4281319177692811
953,3898684024508889
954,5779090934328736
955,9026322605382703
956,4974846176314657
957,293171472213095
958,3431494658506552
959,4921224594725183
960,6850667235119571
961,6413760441155326
962,1932427854642281
963,5694972079639390
964,1451922525205937
965,7305686829898878
966,7935271663190827
967,7935977489974213
968,1661480072159875
969,9156830519836354
970,6719952816209548
971,483909431640337
972,6558552860922786
973,6968462717634812
974,8305855350775768
975,5344063649301668
976,4314291896470987
977,7903321043316413
978,9444154235787960
979,8836455657980381
980,2382469130424035
981,2644093939475294
982,8170137558538373
983,8811543307134909
984,2967237846212650
985,7385942137403019
986,3477699398066713
987,7530701241288442
988,8165397116012242
989,8962420852349350
990,2616682898548858
991,66531084820643
992,4862580498292199
993,1056358336437141
994,1470194346779040
995,2084753085840943
996,8083779845939712
997,2554094489545091
998,2206483361634095
999,5363258579893221
1000,9959735800204906
1001,1765268304323370
1002,4110545446460055
1003,1045471905007768
1004,2595097998072406
1005,4088071913818217
1006,3719161306510425
1007,7566633201771792
1008,1881990103809201
1009,9807050151170730
1010,4596975617404179
1011,4341211442617752
1012,3555324138692002
1013,9511030597880024
1014,9517033561464484
1015,6279103178873169
1016,9946871277029782
1017,8812357794226455
1018,9961950003909266
1019,2293164796754331
1020,1561942795469040
1021,3073156917526229
1022,2124789523846465
1023,5653661217600264
1024,546568516255668
1025,2747970094543043
1026,6435330140718584
1027,523228275563242
1028,4855123625274479
1029,2831258741784840
1030,176663257097791
1031,3427752432510469
1032,6502972179027377
1033,3348615506313950
1034,1107855321461707
1035,2724168328906477
1036,6233887751567079
1037,642250587145360
1038,8011608337310391
1039,6571466466877887
1040,9293110828710584
1041,515871654481647
1042,7412895154744371
1043,5731954539611665
1044,3207052143180868
1045,6035818733535106
1046,8059897953145337
1047,6679633489741018
1048,9245978997902109
1049,6227659115867830
1050,2281591530807032
1051,6741177711704878
1052,6668311810812135
1053,6909447212349406
1054,8217984846199750
1055,7662036935371666
1056,882287633839269
1057,6305743866339870
1058,1413532970468346
1059,7122524744613697
1060,8079822384975011
1061,6348109836924616
1062,2436767709775022
1063,3273672989988386
1064,1609106417334980
1065,7299272288250564
1066,9178587038150097
1067,2518853256347614
1068,1146104646969214
1069,7406199882526629
1070,7702866698432666
1071,9077368946506327
1072,8882355644206700
1073,6115398975075240
1074,4490564140396456
1075,3793156690673506
1076,1792062257799848
1077,7988128497801929
1078,7566907783145556
1079,471344391122229
1080,9951953532998797
1081,6287633891820939
1082,4309896531620444
1083,1042258732882033
1084,5846277107400593
1085,6057223994269998
1086,7219760130338088
1087,9042705546927475
1088,3704006449718179
1089,9682146246826453
1090,4707036007225232
1091,8786477162798042
1092,5904082576040811
1093,6888310338266873
1094,1344443275065790
1095,4722086991853309
1096,9382724006278549
1097,8360229073029083
1098,3355665454361558
1099,2472658253807661
1100,4653274483872315
1101,8470339884809920
1102,2170032191521141
1103,953569441621340
1104,5593507412342747
1105,8286067874177485
1106,9079750503221992
1107,5731242053226541
1108,2053976233616645
1109,5875678751294224
1110,9611448710306976
1111,4400555225833635
1112,743415857630153
1113,3001244376926346
1114,7093565755692461
1115,2798251952251077
1116,75037871974370
1117,4826246327493417
1118,3732716104315065
1119,4439212280165300
1120,2202936662347514
1121,8819066025912342
1122,6760690109023863
1123,1914282329301797
1124,7310262578868601
1125,7721910056165378
1126,6823359903850096
1127,8824631510048176
1128,2423850587579304
1129,7955413331293674
1130,370219014539994
1131,1703205767967772
1132,6707431108644380
1133,3759335100023544
1134,3811305668465123
1135,8842427306157704
1136,5132509755318413
1137,7039733219964047
1138,5186070027763671
1139,2296151276591620
1140,4320926449618288
1141,8393550682584310
1142,3056998690521144
1143,1663348089319942
1144,6653416458352062
1145,3518499184509358
1146,9057884258477309
1147,6298769357935209
1148,6007071517254601
1149,127572956463704
1150,1260339425755798
1151,9956345463791137
1152,2468888432508172
1153,5021927574622286
1154,7858280277437268
1155,225238677666077
1156,2701734300815229
1157,7348098729151581
1158,2521585738359474
1159,3816000897725516
1160,854250891653813
1161,2817964461789644
1162,2628861259158973
1163,644580391172404
1164,645734348858883
1165,6741494074369705
1166,4171485954686374
1167,1137582004783061
1168,109584096125606
1169,4349407974507759
1170,5062309886977914
1171,5297275800440694
1172,8087755201222731
1173,5764116614061170
1174,6748364534679596
1175,2518754887213098
1176,3183319783837318
1177,2728677622537561
1178,2786739481043868
1179,7414604233446048
1180,8154171198308578
1181,1753963649222092
1182,4312425355601410
1183,9606159173561458
1184,7121958751143334
1185,7775090782678043
1186,459983855021807
1187,9684427777093476
1188,9640419153687900
1189,6609243657130387
1190,4269827099471561
1191,6423124031718761
1192,5469787346970450
1193,5482331342897900
1194,172301414175565
1195,2731192426561023
1196,2841990574625521
1197,3894445999140917
1198,3959420037469126
1199,2437654081510091
1200,1627234282126631
1201,6803748367761028
1202,2059075947328364
1203,8750666182374618
1204,1896292683197566
1205,482550420604550
1206,7087785236435120
1207,711722231846705
1208,8511322822849115
1209,7496571533341165
1210,933024387560352
1211,3637749553012250
1212,1120128933200790
1213,6300326709529109
1214,6977833283202268
1215,8731201072865316
1216,9783235584753540
1217,1018418114348974
1218,9482410024266796
1219,5909708662409601
1220,2977426952663242
1221,9843661519303855
1222,2051497921733779
1223,6114611549541660
1224,1490385619823285
1225,5739919832448051
1226,5157897447500833
1227,4714800614161883
1228,6977966492875555
1229,429933497085001
1230,5799187238320321
1231,4650775659020101
1232,8723258660427501
1233,5008026033633210
1234,1379925612863697
1235,6165056802130337
1236,5295410580942095
1237,2759524182145371
1238,321578738279819
1239,8268282209525838
1240,6029305990553152
1241,6505572311025840
1242,4929596921405030
1243,7232070192148923
1244,5901394469942274
1245,3759791838275714
1246,2086794242912088
1247,9682545531296924
1248,2641054794083492
1249,2924863246790594
1250,2440062179222858
1251,3539807164026550
1252,4862878181935714
1253,4352480357949807
1254,1666058085031027
1255,2859885997142450
1256,8950541327384418
1257,2930023340210737
1258,4355994016661742
1259,1960928020024540
1260,9888265391011186
1261,9775974009786244
1262,6857637584105719
1263,758302432365666
1264,8063713696787401
1265,1936384628359287
1266,3035977276521225
1267,1271728581524724
1268,128557135782042
1269,230381867584070
1270,6478885090785568
1271,6472199305373041
1272,4031129228437394
1273,5266453653764376
1274,451036002830451
1275,2018574105884573
1276,6036361945926990
1277,7035076667302820
1278,9262587930315240
1279,8365027413572306
1280,2213839897059060
1281,7121931064469117
1282,5924808800692991
1283,2254880481341921
1284,1733101689510670
1285,4713493850919748
1286,3999060210460366
1287,726858923552790
1288,1223268291877565
1289,3146861523287567
1290,5680428710939826
1291,120399213525992
1292,3625805263038470
1293,2546134967381610
1294,5624804696211271
1295,274004689499622
1296,1238697490777079
1297,1839122732302908
1298,9229906364087083
1299,7196156201725367
1300,8831051908517
1301,9732110022786648
1302,1548146429892238
1303,4191295466830127
1304,2206038698250045
1305,1959939856843896
1306,330635212557356
1307,3461605914502954
1308,838750318362356
1309,5655154568462196
1310,9358236443006461
1311,7471899755962939
1312,9663485072140551
1313,2264195252808440
1314,3560767801505889
1315,996675223199497
1316,3334860632772561
1317,9710931908673924
1318,9627718566614053
1319,1230301091717515
1320,7250793021119630
1321,5758189088491797
1322,620415451907262
1323,5478310789654878
1324,5809459915075654
1325,5685727906758384
1326,1086329020331718
1327,1651087355672064
1328,9574705892599016
1329,1973452885144227
1330,2079167037256269
1331,4199550999504047
1332,1329233597709974
1333,1024781232915719
1334,6541957090000783
1335,3498035145857228
1336,2309595955795399
1337,2064773034262004
1338,9805475836230257
1339,4458753641440452
1340,5083101370661216
1341,5089831236213689
1342,6801447171421372
1343,1196456245440355
1344,7103223446036937
1345,4194673314782335
1346,5540143488570288
1347,5936120607207822
1348,7025696920702858
1349,6015840220486772
1350,5686283061097960
1351,9278319837856745
1352,7363140334237477
1353,9049065602392078
1354,4419790523552484
1355,2354877304415098
1356,6957137626902904
1357,9169968495843784
1358,8476129194599888
1359,5411841000707707
1360,8529815693006545
1361,7097717557909216
1362,8193970479555576
1363,5029738433988779
1364,4769900641000015
1365,6298427146323001
1366,3675860896753676
1367,8415442901565242
1368,9019965353226310
1369,7838979428061020
1370,2407960550926577
1371,5021063268238972
1372,7894089276061397
1373,5241436428028799
1374,9043204013012953
1375,9945721468897540
1376,9350855927284331
1377,5707087183666507
1378,684922719401151
1379,3368262322830341
1380,7777119607530651
1381,1451393458779152
1382,4606011420762986
1383,6987179879125144
1384,1722453671104980
1385,7035545485084138
1386,1539166786780698
1387,1776802452676832
1388,523104569378276
1389,8432199070549609
1390,4469720995256899
1391,2648745774583240
1392,8621487041613032
1393,458179647749856
1394,8927623546633392
1395,8841021643112290
1396,4077867540964779
1397,7752239967595549
1398,1420160559833027
1399,5817829882396943
1400,5688999279159670
1401,4671884448020130
1402,9474738220279039
1403,3215173520640689
1404,5882166156413130
1405,8886478452699437
1406,7962986600716773
1407,8035634297294419
1408,3995801968580333
1409,4909526156022838
1410,9405417017004510
1411,9434245879107726
1412,3345824052348153
1413,9708365989527565
1414,6811702285923172
1415,2980601737655139
1416,7433093862133873
1417,2528372979296551
1418,828683998385014
1419,3200810397420287
1420,1777031416998041
1421,6924559566010266
1422,2757706066808127
1423,7455249432359811
1424,7751189752028275
1425,3592028943493410
1426,5661452219492549
1427,5041601185655195
1428,4875271913146275
1429,4550026120406254
1430,6367310116739027
1431,4062609131887146
1432,1927931286784207
1433,4349675642821494
1434,4426272103183399
1435,75835576163224
1436,5856640175502051
1437,2573012667928868
1438,1913645456468282
1439,308080290202321
1440,4664366966684365
1441,3013331555218608
1442,6653732909499835
1443,4087428510167063
1444,2491113026629291
1445,5666853636305446
1446,5272088375495478
1447,5760044087782428
1448,4002551163267176
1449,5408769959970651
1450,9446774710088535
1451,1450367699820349
1452,5220668843910824
1453,2864065887988333
1454,7883791454233628
1455,1715283089432333
1456,844929486964575
1457,9457187161206773
1458,786522558628855
1459,1301865568118160
1460,3225963678857568
1461,297644115959460
1462,3958259909445934
1463,825556032686787
1464,5650960768301921
1465,5146026894831823
1466,245964282453231
1467,8694890749217765
1468,3144546684521614
1469,395803930150686
1470,1294770610921173
1471,3209681900533197
1472,7802146420897444
1473,4620829926174079
1474,4341562492644961
1475,8237618630696616
1476,1295174684198407
1477,6068794601115480
1478,2274642686595318
1479,5830488292829260
1480,2754979460831487
1481,9503575575613542
1482,8889887256367812
1483,8227588963910433
1484,8932162411647741
1485,7316557648340946
1486,6010222845541176
1487,245493145333194
1488,4710136390828028
1489,9164877739376535
1490,205722737421080
1491,9528097163703354
1492,2290687866886082
1493,2192780629442651
1494,7656177771349880
1495,2582355850002050
1496,6004164272065803
1497,144532500289683
1498,4654251951434427
1499,6367014249983851
1500,5826758252290247
1501,984985253008832
1502,2600285500812676
1503,9032174502045189
1504,6692057199415709
1505,2097222516450760
1506,1257970283210560
1507,1295236347297916
1508,9899652152844651
1509,4573611419840935
1510,8168487579125911
1511,8415377033264469
1512,5402135888021690
1513,6755844592091627
