,0
1514,375745110240885
1515,2315057269659466
1516,8194599016161354
1517,6715521657321210
1518,4770395854277006
1519,5299911256778148
1520,6878108362835584
1521,9357323668112556
1522,5524106098506407
1523,4616262586408783
1524,3511285796303791
1525,3785730549168231
1526,6564647402919278
1527,6984888603019378
1528,8830416141697693
1529,1473969535447355
1530,1275732441716682
1531,8333907767115958
1532,6037501547949563
1533,6901951732202809
1534,5798035148953676
1535,9966158817422161
1536,4640914548778898
1537,2360021779637160
1538,8058066571741158
1539,8373404811560583
1540,3296043016382629
1541,7521341931915313
1542,4294737927701301
1543,3172128751912384
1544,2719328722861026
1545,2987582237634936
1546,6309821675699760
1547,1072971611618332
1548,6018960712546412
1549,5778546806126449
1550,2183693074268993
1551,3884751552646684
1552,8517393926863844
1553,1997921354583053
1554,2519833681679640
1555,8320744826511612
1556,7791945895478678
1557,2352656609936505
1558,8522397432350630
1559,5947369436332145
1560,1343419041226215
1561,2492423125565918
1562,4789009786905
1563,4909524784880202
1564,7488616764401187
1565,1131536658204584
1566,679199161626311
1567,8573068270527662
1568,39531856534989
1569,245267028273903
1570,6499764745408447
1571,7422804473591440
1572,8828904198531954
1573,4004596903472944
1574,4411029775767826
1575,1383711516495507
1576,6919894022399386
1577,6790064280260422
1578,5376014685022962
1579,4849347314593118
1580,7646169484335093
1581,7621315654163213
1582,9213713189738316
1583,9959521888530484
1584,805755221793312
1585,1489031568981777
1586,2854768349097972
1587,3454823175359548
1588,3281107991713811
1589,4712068026718763
1590,4542746596425733
1591,17752842507468
1592,2811251248702870
1593,7652140452712420
1594,8167067607247849
1595,1982235983439291
1596,9028269128509744
1597,8108487234297364
1598,180591473586658
1599,7632858444903409
1600,4069908956291996
1601,1419329956010729
1602,6659234055893412
1603,1820343517767978
1604,1127349469637598
1605,2718527331501182
1606,984086083307345
1607,3596984399315606
1608,2579179127477244
1609,5757626568571248
1610,2663512940459345
1611,5876915214580135
1612,6186718015135143
1613,3512990652092175
1614,7886856633475996
1615,5426222508923042
1616,9269751905443891
1617,1276466694214686
1618,246956054765566
1619,428450392257056
1620,3050148227873611
1621,3205347264595687
1622,9466665251153704
1623,5691479916671207
1624,2317743898339524
1625,6734011684397258
1626,2738934011714932
1627,4436401689543366
1628,9970841598711502
1629,8838274049837441
1630,3849833603658413
1631,830479552859795
1632,1524045883602172
1633,1061492575780216
1634,6650631951658326
1635,4875210806862427
1636,4501761863997440
1637,4291668071705125
1638,8271389556331991
1639,4848811451772534
1640,4923632201709651
1641,5310091429968650
1642,930032938617649
1643,3452219161186441
1644,4860857329819170
1645,5580377362017073
1646,2540707668143991
1647,7487747692812163
1648,9314760586306301
1649,8709223462605020
1650,2539621872552049
1651,414217631472109
1652,8957180041160279
1653,1311942898923026
1654,8336765967978370
1655,7367649529054180
1656,3625666209496125
1657,3080228191590606
1658,4217613854338579
1659,4431980367312180
1660,9770325584724537
1661,9101713343797926
1662,3275252597631249
1663,2780748706049420
1664,7185444574988477
1665,5269312530540199
1666,3983352627276623
1667,7598558028917279
1668,1230267015091317
1669,5533638002071025
1670,8215192705043676
1671,9937651244236052
1672,745930901521242
1673,6376736788409767
1674,5755140684348710
1675,3544414849576037
1676,2367999756644872
1677,5054660057174008
1678,3116237513868648
1679,2750537972577718
1680,1577127826706948
1681,7283906974849860
1682,9739591739570370
1683,6384125421037594
1684,9993089063228150
1685,8476759528373763
1686,1523936264148796
1687,1472717451790946
1688,1680024679466520
1689,6823139647303870
1690,7136548365945817
1691,3320145045271106
1692,7369799700823376
1693,4500011479597611
1694,4100871839165850
1695,8191046637708985
1696,413910306376054
1697,7946260491124711
1698,105667064747001
1699,9984683180721734
1700,579602019762457
1701,7381127992464557
1702,2796220978912776
1703,856225517999383
1704,26299625210675
1705,3688981956532711
1706,3981219223215536
1707,4937337398914224
1708,4545451143692250
1709,5105432174707505
1710,5789482909989726
1711,8459439898470769
1712,7681537330329788
1713,2591062529781762
1714,4352415988703221
1715,1243673387471086
1716,6080944492177131
1717,3371413351504701
1718,5885292919107897
1719,3683584905656848
1720,1378529815033027
1721,4532227670243724
1722,4755671184790141
1723,1549500537574902
1724,1628759275722113
1725,9672189866062675
1726,3319775283124113
1727,2551555499678535
1728,2901787251385486
1729,6348630855781978
1730,8485353841673012
1731,2864015176209212
1732,9129435322611950
1733,8626933769193219
1734,1421662873815592
1735,6625047361725116
1736,7577469095265620
1737,2466525106349625
1738,8353498280775865
1739,4538209313775841
1740,2711447126199097
1741,625922822611048
1742,6267797865192418
1743,2864207622992414
1744,929546853999475
1745,6838569309441336
1746,2693146256703536
1747,8731273940556992
1748,4446533675357859
1749,3322914857605786
1750,862910163544421
1751,8840780243131483
1752,9383044566813967
1753,7741687012644966
1754,8911485243130142
1755,8353907075646667
1756,5434724108176150
1757,4824845391474111
1758,3915260629619142
1759,8125806265503195
1760,3414271601755167
1761,6209992046951297
1762,9173760717490102
1763,9957926751374646
1764,8618625853561783
1765,3054365414644915
1766,5180532373982404
1767,662164399034849
1768,1017898318780793
1769,448408454708019
1770,9895309926667377
1771,6002394404374660
1772,9335188048662483
1773,8852712718969975
1774,6744053508399106
1775,4924034629819476
1776,505323160545335
1777,7832758612712520
1778,8070123128329084
1779,822713766130723
1780,5093451810663384
1781,4577729860942705
1782,6243856884979346
1783,4147185115841521
1784,4229704880613367
1785,5142479331611658
1786,9213789315416977
1787,7891537931213245
1788,808743714198369
1789,3894096111082082
1790,2632814803020823
1791,6151093519229838
1792,9455420974754577
1793,4960826662569812
1794,8275273010766169
1795,6723025825127615
1796,6251988404047002
1797,1152911680785585
1798,2772275317882845
1799,2114910002788270
1800,3020167170588617
1801,124332354997910
1802,44915261354363
1803,4136268237958361
1804,1017803047548187
1805,7824999669236398
1806,6167852230323628
1807,5561945577678140
1808,7791421139119373
1809,2789243913432924
1810,3851790594023130
1811,6435943658056347
1812,1950133986644135
1813,6374134004305862
1814,1730192110112221
1815,559026874654843
1816,3616511092124650
1817,5007480938176936
1818,1597520020384471
1819,2095148182435653
1820,4681289182995107
1821,7129929335284301
1822,5547231293179604
1823,3684532671848409
1824,5977637226430625
1825,4616331894483567
1826,6290717703058568
1827,5695969297502970
1828,2806271416389939
1829,8712529456073603
1830,5178969632144269
1831,1551165098428375
1832,7641122471120473
1833,4336888599106682
1834,6592589939427068
1835,4955260930433371
1836,9467854376672538
1837,6092175454066322
1838,1392227308859320
1839,7721130715576141
1840,7231137336910240
1841,8002590846188269
1842,8461479896683698
1843,6876840066785728
1844,1353697403068544
1845,6090591742783511
1846,2750876069729983
1847,78586074219346
1848,8783900427544748
1849,3687563970732158
1850,9765621436381704
1851,5829957251711228
1852,6356641105245996
1853,7999776715665882
1854,168876812792913
1855,3798932210892511
1856,2602492919158464
1857,9772476807116849
1858,7508611856852819
1859,8906908986751170
1860,3825141200905886
1861,8465270749629421
1862,3299682975573616
1863,9915810445799232
1864,5286034540519077
1865,981339936601477
1866,4741183954583008
1867,906070603571189
1868,135797199918609
1869,6694570107816354
1870,9184211442957263
1871,9490078990099931
1872,2130405854777629
1873,524723414836021
1874,3957328123845118
1875,5338749025524669
1876,1823087211386277
1877,3925005573818909
1878,3691330356141445
1879,5960685665975498
1880,7522850820895210
1881,39779148851646
1882,335329975384391
1883,3369766702725474
1884,2400659109250757
1885,326577563802136
1886,6928246810552561
1887,3300578858935839
1888,1507510051397004
1889,5733965480640503
1890,6779440880272510
1891,2872257628868649
1892,6917845268623003
1893,9930999514347198
1894,5114962354272717
1895,5264706575404762
1896,426340379702667
1897,2448699193711406
1898,5614296363281466
1899,1127202808180387
1900,8700905373515870
1901,8791056897839415
1902,9896747816468168
1903,1264599606957267
1904,6535549187382088
1905,78093988464378
1906,9155405919554880
1907,1681267716971253
1908,8085933568620489
1909,5309189687577128
1910,2229252131317138
1911,5720694292404145
1912,4477746403685036
1913,8281487010851553
1914,5823568857777899
1915,4013438197275949
1916,1872209362721295
1917,9134120309868145
1918,9958510518111613
1919,3622521935144548
1920,785939297074897
1921,5308399471040764
1922,2153527263061692
1923,8689757232073001
1924,3447430880100596
1925,654180363062527
1926,5567036140487734
1927,5367744818899315
1928,5574534333498982
1929,5655459174238341
1930,492146723628002
1931,3497003859614384
1932,7271455962321581
1933,938816684263280
1934,3208228508593034
1935,5518745513487922
1936,4269455667885085
1937,7253864938434790
1938,9470603976869152
1939,2010916637032240
1940,5014511358352089
1941,3801901177718984
1942,2573910356806391
1943,5954694026735663
1944,7563335650248681
1945,9973269052280833
1946,789877452144510
1947,4644027917515126
1948,1475576192142783
1949,917345265215532
1950,8413689571525653
1951,4912062541274993
1952,3754078390316976
1953,3696834738050110
1954,3130970246752272
1955,7084405149962799
1956,7238309158990929
1957,9162658255821806
1958,8080064173623550
1959,6889448791107392
1960,6804508874711126
1961,4735385563909920
1962,6235855899252902
1963,1492210381036930
1964,9841089733114408
1965,3983570352382291
1966,2025655130042036
1967,8720095248917015
1968,1392359047616558
1969,9044875487251194
1970,433783334461313
1971,724756167930843
1972,7884649616296990
1973,9041959943665343
1974,94659370371327
1975,8815227487851790
1976,4106190092585392
1977,228437809385603
1978,2559453048105834
1979,1285440913307104
1980,3356707862873229
1981,1601481697363454
1982,4754395103276073
1983,280289142260280
1984,8236351869175514
1985,8528581104697923
1986,9356349690477976
1987,3129854633139713
1988,1300637945942184
1989,489227979303892
1990,2843177061335707
1991,1727582332230890
1992,5722682155320662
1993,3923230045713389
1994,9422188966301742
1995,6081171388274486
1996,7326268445189092
1997,8990414513533182
1998,405659994721098
1999,782554008072882
2000,3250994851810342
2001,4320286022843385
2002,3195107444122522
2003,1262876856496800
2004,2694234448613967
2005,8162375159222739
2006,46499039839347
2007,1046925007883007
2008,4210080039913734
2009,6064161352432212
2010,42143441223891
2011,6192405950709744
2012,1127218852043905
2013,9011361495097968
2014,1442154117869285
2015,7825110594163873
2016,3607320858899617
2017,1025347202189826
2018,5154082262879445
2019,8579825163457253
2020,6715750582526555
2021,98194547510445
2022,2526434368355538
2023,545968541836565
2024,6475201017904851
2025,2719475725424007
2026,1077711232112285
2027,3020385248940550
2028,7517823576002780
2029,5833838806360432
2030,8941891673278902
2031,499138914431785
2032,6073161602911359
2033,6209158701845985
2034,5238586185694013
2035,8040374567032038
2036,962425580260438
2037,2574419962451364
2038,9878300620661091
2039,8670994369210141
2040,1145201873276458
2041,9112164591575006
2042,5110198334351477
2043,7835619149066999
2044,3960110674561234
2045,1253374925918939
2046,3428639993228691
2047,8811153262385805
2048,1203599061747785
2049,9586125386507412
2050,2442222113179954
2051,9796606313634647
2052,1484876717092998
2053,4093907361723228
2054,2481613790501364
2055,3698337831849714
2056,6978599616447605
2057,1458378253976497
2058,5612782126162766
2059,5629060994091020
2060,3218001476646202
2061,2050035444816947
2062,1172912846607820
2063,643048404029462
2064,4835215759162480
2065,6848751340618892
2066,236489378977054
2067,382178836529017
2068,2356229919796419
2069,8585450961386224
2070,3027872229638511
2071,4621284276761338
2072,2228991888408713
2073,8547371262685994
2074,1948013903473244
2075,4666057965864411
2076,1351323691453237
2077,8552426799060034
2078,376785648116183
2079,7852258351076500
2080,4794158264736569
2081,3453479685020198
2082,4590790936909619
2083,6103075765198833
2084,7020426873534863
2085,1271601437211484
2086,8921970020058025
2087,91887793629876
2088,5296389754251563
2089,5913998133104606
2090,1559050614998666
2091,4248182030464093
2092,4902161699668371
2093,6154060463102620
2094,5521067466446684
2095,6909463833013502
2096,9305073023374163
2097,1526874047781020
2098,5903970882389322
2099,8207150721535743
2100,342332166757546
2101,4743520011111183
2102,1089887725548055
2103,9764167600174587
2104,2500906734005573
2105,563210461148997
2106,5096180173266440
2107,1926438336465877
2108,2309950065183199
2109,67396155971520
2110,2680953363568882
2111,5363108763077398
2112,8313547891856943
2113,9754105502145819
2114,5997264614569359
2115,6913291292016429
2116,4490437940228282
2117,4892371125895279
2118,6578949058664896
2119,8469234697525637
2120,3776519961144052
2121,3149930538012949
2122,3964514727067876
2123,4080214874719331
2124,9094512515487204
2125,437648665181629
2126,5678503055836964
2127,4929419715967142
2128,9918759427956188
2129,3106419419801605
2130,4151047705720605
2131,9658022121769752
2132,3448875510178504
2133,3765114377747947
2134,8193208629375409
2135,5801469731775346
2136,7817014732764711
2137,3473116536357938
2138,6770145984212361
2139,6558967753081226
2140,226659493503879
2141,1039996010768964
2142,7560198441079627
2143,4683359336450214
2144,4302283718055842
2145,3035450120770104
2146,2417066811125103
2147,1398923822324552
2148,9450383739693939
2149,2317714197108593
2150,4204518305194154
2151,6209597830775891
2152,1700440377013157
2153,3504913145825792
2154,956895774146814
2155,2095519556544958
2156,6721706447042143
2157,1264230711024023
2158,2132614695901416
2159,3831988899325479
2160,2157027763519991
2161,7349803767161695
2162,7102312473402578
2163,2287909020835559
2164,8932142664945108
2165,3458301543208477
2166,5228899163052587
2167,2730032915461438
2168,2130598497047485
2169,93665461050218
2170,7858099156442558
2171,7201417618813599
2172,7146270419829114
2173,9109459878415226
2174,5577871519448957
2175,4236878005640986
2176,6771460229180618
2177,7644235051508169
2178,48422446197920
2179,9525634422840271
2180,9933440490057054
2181,8880519413639836
2182,4343491423219191
2183,778418304318846
2184,7810959393445975
2185,949308423020439
2186,5220484633965405
2187,7291500821905618
2188,3928605188660824
2189,4445560688842
2190,7972032741978475
2191,2040622002485672
2192,9095426914974076
2193,5240721117823627
2194,317304305409986
2195,3724937886557424
2196,11235171281057
2197,7990510248890262
2198,8188046206638473
2199,7617025772914686
2200,5734365549451481
2201,3186705419723846
2202,694538243655051
2203,322047943502825
2204,9781770701701292
2205,6283675367468027
2206,2716528085413921
2207,1648160079947987
2208,7080869784592522
2209,7317677564128141
2210,1635374562105600
2211,9891459200680883
2212,8181104476035846
2213,9001291014864647
2214,9664517450181586
2215,1035726213931285
2216,2523155589325089
2217,1138229552194879
2218,9774530052820079
2219,990388346952196
2220,2035341004978736
2221,5974676551613788
2222,7384974050398920
2223,4045726657852595
2224,4040588840128192
2225,9959312607102378
2226,815212037376919
2227,5455795185202301
2228,9127577198387019
2229,1570902612226384
2230,3029233088896180
2231,8911881624400864
2232,996866135677740
2233,7227612528290135
2234,5240348078746392
2235,2660354136462141
2236,7294178161283542
2237,709633293175861
2238,3102354032483439
2239,6747327184231119
2240,629255164255042
2241,8274003791231881
2242,2158499051567196
2243,1525807933394333
2244,1510825392356387
2245,5376480788485568
2246,7915134592131773
2247,5378788217415956
2248,4057045968849847
2249,72050419353553
2250,5329289392481537
2251,8394874950470433
2252,1418043179488325
2253,6076019811067756
2254,7097113765082244
2255,3008652540739990
2256,5070545194057569
2257,5234937134926176
2258,89308420221409
2259,4671204036772164
2260,662696868729944
2261,638701430768559
2262,8931042370763809
2263,4667573771934869
2264,4860258252593975
2265,1605698945852448
2266,3336518322637130
2267,5387324064940135
2268,2744352359708054
2269,6194597691812086
2270,5957558589687388
2271,8204601223905648
2272,5069015940183841
2273,3905473334894442
2274,7324653827760266
2275,30054904187382
2276,7650204825986367
2277,6724994186659242
2278,3394322630939145
2279,1581488231966321
2280,1722951514394531
2281,1361624597372651
2282,9039318805042008
2283,2634095075848638
2284,8577293854899248
2285,5125527979563280
2286,2132239825547298
2287,7740908006622168
2288,5829728118120411
2289,4608940740054670
2290,925584743106743
2291,6818163731434292
2292,1715326722961736
2293,5954103232332981
2294,3365687798262282
2295,3312291143990850
2296,9255256233411019
2297,280057480652087
2298,7577841785977943
2299,3160864766383461
2300,7113122574779327
2301,9036575156362411
2302,3004796402388095
2303,5349830056087028
2304,9456144794670433
2305,4598453019812221
2306,9620287055260400
2307,9541438316321178
2308,7778216751519163
2309,7744000071565817
2310,4348396619575301
2311,59350774360340
2312,6987029119441919
2313,1960716183003751
2314,7583126538837592
2315,5424859297278378
2316,6973228088111312
2317,4218328980987254
2318,9544362738406250
2319,5202219354526406
2320,1571816122692494
2321,8787033177372005
2322,9950920971175035
2323,5490881325935437
2324,3377277648091565
2325,6155406360585316
2326,9592271441424307
2327,1093400715444576
2328,8232289412108723
2329,5291501120255356
2330,5384139865777094
2331,8244087426759161
2332,5277068780093822
2333,5646106475123143
2334,112548142014331
2335,5783351492059863
2336,1607423908013172
2337,8215131433128354
2338,2433788844232839
2339,3485740534127573
2340,5959809258429388
2341,4190869482260889
2342,5547690989876263
2343,9579052724368117
2344,3865593699872800
2345,6221075822291991
2346,4246951236029687
2347,1792525951380274
2348,6543586201650401
2349,7240586669577145
2350,7725435088964615
2351,6912823669386029
2352,9107987966255413
2353,1469412279394937
2354,2356936612360198
2355,6788916708841254
2356,4269905041703882
2357,8386997212226041
2358,2631678388327897
2359,9777812782390594
2360,5556638446402509
2361,7482167092802314
2362,1471977647200104
2363,4965722988034506
2364,340665545991296
2365,4195719234200814
2366,814550345087037
2367,3327392013196401
2368,2232194613184767
2369,8907835195811403
2370,2398406379230677
2371,3339330291637570
2372,133400965789342
2373,7017228876919724
2374,1871094729870867
2375,1974723282325458
2376,8518848879513746
2377,5156504609198449
2378,3629080564227884
2379,1909515515410897
2380,6296659297641921
2381,5303042142068424
2382,5799087859446298
2383,6630688643199199
2384,1424032830578483
2385,7645891545285764
2386,9411294384273876
2387,9563476584329979
2388,6260596558041357
2389,7221984555373843
2390,9302856579770473
2391,3532895753681553
2392,4033891956018104
2393,4014114406515905
2394,1959408290546217
2395,6586935974677811
2396,7044409024564773
2397,3867027967639249
2398,1055851008216781
2399,8762046974273681
2400,8883114668977497
2401,889720193138425
2402,311965511187349
2403,4688693754938462
2404,2803326106674871
2405,3463691505559115
2406,2017100572102547
2407,3092580934671870
2408,8972839075750190
2409,4967368079550593
2410,8115277730238592
2411,8671745801940831
2412,1401825985537837
2413,9882879180162278
2414,4963456464135167
2415,6101602772743026
2416,2750382917484008
2417,7248860126075057
2418,7249985370010988
2419,8989292251824601
2420,3740074012748153
2421,5426381590352588
2422,1543451677863790
2423,8511315462453934
2424,2476849790799335
2425,8688836764856991
2426,6702579185974800
2427,1504854416660260
2428,1689994282046338
2429,2271226378934871
2430,9817633201761453
2431,4124495604867468
2432,4937235135583576
2433,987690306215354
2434,4238666484205202
2435,444070739009629
2436,8428517788561619
2437,9396503718117826
2438,3845291429341720
2439,2718284477308159
2440,6631597628615120
2441,3571484151781133
2442,1936246448878068
2443,2231598823550786
2444,7031753835882882
2445,4913466034294366
2446,7545491567456923
2447,2532239585897592
2448,827259395754404
2449,7520849093349546
2450,2029572406153004
2451,7603285707049938
2452,6796683603864969
2453,5034795780500353
2454,4140930230656560
2455,929859728060256
2456,8177362017278580
2457,99082302440719
2458,5148611284176776
2459,3901031681708337
2460,4596460285124318
2461,2852347060064399
2462,27216465705436
2463,6821823260967114
2464,5556753717982457
2465,5416841521009187
2466,6706768152701754
2467,5241255340122084
2468,367983209314852
2469,7320870876991487
2470,3815598542869865
2471,2499210908134644
2472,6082661955679855
2473,9008021310773649
2474,217188219189933
2475,3274654959062530
2476,889149661345774
2477,7269183385024974
2478,7801037640622064
2479,339563377891347
2480,7984558108366549
2481,8222657444317759
2482,1179823902109154
2483,9910618131721810
2484,5425849632182537
2485,8055633751577529
2486,7603240840821179
2487,2755242709624416
2488,4201351441514126
2489,51564735964760
2490,4595193208244565
2491,937481870401275
2492,8596529923042808
2493,1363412095787477
2494,3520357439188664
2495,6861562346345184
2496,6993660092701624
2497,6513224203040781
2498,3614762538227158
2499,8477080812857959
2500,4622973762596880
2501,2100413545016871
2502,1450638294906500
2503,9076615291856623
2504,6117461118440255
2505,9865165503190305
2506,2481860221007135
2507,3176633028442984
2508,2262227235584491
2509,4327900264403345
2510,2949742564010234
2511,3299432221690921
2512,9446350494259486
2513,4489670931288030
2514,4885087226920665
2515,680699946294408
2516,424848632090817
2517,8080467341380703
2518,1868229075781437
2519,8024648374083500
2520,4902536681025201
2521,2587833251368302
2522,4502234566742734
2523,2252280196586655
2524,7411232749346212
2525,3873561463033176
2526,6120289285522437
2527,1085387566931992
2528,8091331258174372
2529,9455865571584101
2530,3210350644038928
2531,8169655312890757
2532,4038326955385773
2533,4679716765014283
2534,8296171010616435
2535,6106510148543215
2536,8459695229160758
2537,2882303384292437
2538,9525118474233330
2539,4692727679340734
2540,9749585288939624
2541,6641935426028457
2542,3321947327740091
2543,7246262582230483
2544,6807245032593756
2545,4282511474436146
2546,7286516130306761
2547,8148144650071227
2548,2164245140800627
2549,7156360851330709
2550,8635814643658711
2551,1655126205943070
2552,7257527919073215
2553,5771074636016281
2554,8764668138080874
2555,3406295743537383
2556,5273512936573286
2557,5335217084166807
2558,315850569914268
2559,1495009615949354
2560,5960048699820842
2561,9756573730803852
2562,3014678400972773
2563,7142837473065670
2564,816428114978825
2565,5545833756032482
2566,3970539639640901
2567,2979257267430728
2568,2290264681202916
2569,6431785950015943
2570,5096594252001967
2571,475734806028592
2572,7554818862651491
2573,630970592118924
2574,9626455179452726
2575,9801634282964527
2576,7097473032191209
2577,1404319585967080
2578,3790529583648128
2579,9280860158879234
2580,3708513057054446
2581,5716929151556664
2582,4210839568118710
2583,6782612902420498
2584,579862527151543
2585,3232330829280658
2586,7554755057739841
2587,4141131113240657
2588,427946115200122
2589,6562031070856171
2590,2703359679579114
2591,2774664527261102
2592,2183864514413741
2593,8267638319971026
2594,1782206329420282
2595,6151202558192410
2596,2561697178608659
2597,1349324833165860
2598,7357174447564105
2599,5328486414715088
2600,5671856702222175
2601,1924503823576120
2602,4040270835320895
2603,2614790149163179
2604,2186675009842666
2605,370840025784075
2606,3870982512585317
2607,4748340839963994
2608,8933774902490966
2609,1924376313053612
2610,8436386349098166
2611,5368167403557640
2612,5757301340362350
2613,2832562118543671
2614,5134395525240408
2615,1963198812702797
2616,809035825922353
2617,4639064693464826
2618,502746970020589
2619,1221939986465818
2620,7920322737843052
2621,7280159257989330
2622,2225618941603863
2623,8415151252488130
2624,7445271380558070
2625,3380005959124580
2626,6226672144036658
2627,9089672453935668
2628,6349130857434487
2629,3439911493424701
2630,603695110042197
2631,1323995826191962
2632,7803697421448238
2633,4282182643218971
2634,570082225127827
2635,2794818238466316
2636,8634157590248613
2637,315210533272570
2638,5227908949297904
2639,6264122455277375
2640,9611168473482242
2641,3615301125280962
2642,2719190119956611
2643,2175330810250485
2644,3997742141912443
2645,2311468250892306
2646,9050611191567876
2647,1032780841287667
2648,7508818344636344
2649,5135294391262127
2650,3611428835895959
2651,7990721896749097
2652,3144568412633079
2653,2105015661240571
2654,8871055225043789
2655,6103028564958054
2656,998533224635223
2657,1152899777336592
2658,1369564161669232
2659,2110392643999750
2660,8080571420519073
2661,5962460505956770
2662,4231554443624348
2663,5997367505926726
2664,4364760696802786
2665,5209236254044949
2666,2687120244266608
2667,5692912191816080
2668,5352773817920506
2669,9265721998829647
2670,4297904237292516
2671,5546115588679639
2672,8333874985945226
2673,9472439484975430
2674,247652323003559
2675,6387466780847057
2676,286501076866258
2677,1401393432387705
2678,2402515292422136
2679,5563844615917020
2680,6272417542155070
2681,9217101684156531
2682,7537405505534667
2683,3767824433883677
2684,3701989564065584
2685,9186963829564332
2686,6674973416523535
2687,3150172690409243
2688,3227768308277956
2689,3601171223841429
2690,5575610397366319
2691,4211118574296629
2692,939435214311971
2693,9338669775386660
2694,556476746202406
2695,4351609162717260
2696,6403247514723192
2697,8564525769478314
2698,9177572441291520
2699,6685125053383331
2700,4378909283633515
2701,7916375574050821
2702,8883693496241968
2703,4330770462973544
2704,4270971479497705
2705,5783566438646841
2706,1068945625375960
2707,1038047809537238
2708,6305739395585369
2709,3060243612268328
2710,4987893011055576
2711,5266936201756950
2712,9884950393500991
2713,702257962855624
2714,6201588765780775
2715,8727534264118677
2716,915057209672395
2717,3664215371890546
2718,8044627954871823
2719,3103885429038868
2720,4046375895127522
2721,5545573175433155
2722,865477307695090
2723,9917283698483841
2724,6968078301053244
2725,6241192873219560
2726,2216480733872700
2727,236243588421116
2728,3062880972521687
2729,7445744306144782
2730,7287574807580165
2731,1673504227986880
2732,7108890546757762
2733,9177746370874059
2734,6296490787278148
2735,2855340387889949
2736,4564650620657569
2737,6473574128276776
2738,1321582809712928
2739,9093564382051928
2740,1520875388470426
2741,8080402114521921
2742,6294236455477671
2743,7916809389452643
2744,3306848164885147
2745,2812210677842839
2746,4034136376613515
2747,2507951297066533
2748,7684038249886494
2749,3607159983403235
2750,2979203220976406
2751,8491346872980359
2752,2890747543999543
2753,8910130626123426
2754,1995174194222831
2755,1761914132963519
2756,7071006359440754
2757,4826832260921409
2758,9533183492066511
2759,5960314191976944
2760,5840554459693610
2761,9993234233817713
2762,2177374113919630
2763,5048965212765046
2764,9841564835844236
2765,9032198192954149
2766,4150797866554328
2767,1461528961848898
2768,4305572081892626
2769,3442840719931515
2770,9547386076944233
2771,9389569691635320
2772,4777983108554596
2773,1312460574433946
2774,4789546057707458
2775,7583757578863205
2776,6319631174975381
2777,6364368679287946
2778,7782263696313205
2779,8028073081422339
2780,2700607067214813
2781,8602232587914830
2782,6338514580120246
2783,1525907430032599
2784,6179404070077688
2785,6007510703225266
2786,4362994076056915
2787,5626468496464459
2788,2179264383063219
2789,8990840386121636
2790,3001536807780628
2791,3706846291114747
2792,3963038169664451
2793,925827814851624
2794,5811330546146331
2795,2330267916634053
2796,123927906809066
2797,7644869884732752
2798,29713017048136
2799,3464674829224401
2800,5858025881688783
2801,151355311271070
2802,7211228171827070
2803,8580927703666708
2804,7084719572595173
2805,2401078773322406
2806,2052749698204617
2807,6332361048614535
2808,4686246805500174
2809,9763429763229940
2810,9945289777309555
2811,560856679400781
2812,1872175777392095
2813,3966655949410540
2814,7796880925142950
2815,397197946807886
2816,6202411871014528
2817,5064883781827911
2818,2876955872355781
2819,1086457050129224
2820,4462722332084698
2821,7989676756941620
2822,9989560024350358
2823,6002492220499809
2824,6512955169729670
2825,5066809020542931
2826,5246751839088305
2827,3143006785845985
2828,9179041742604486
2829,9844341639990485
2830,97779727592223
2831,2343809930436011
2832,8505056421614766
2833,6491679470064470
2834,4279414201838984
2835,9119414552487545
2836,9443267648889877
2837,5053436154491932
2838,6990303399058369
2839,154811408679541
2840,2039882719627558
2841,8249061910928115
2842,7581565278734228
2843,9996099047849353
2844,4213517444700637
2845,7293677011271209
2846,1216838395773140
2847,3288287654179451
2848,7114103970394771
2849,1760600209260582
2850,5939718237982775
2851,7663688927643108
2852,1534619940706324
2853,3604064582257024
2854,4369163275453082
2855,3777760667525907
2856,8157207851494702
2857,1848336737407478
2858,134345460134046
2859,4740997358938163
2860,2400760296636580
2861,2745843382864439
2862,4373052426298784
2863,5658903073741596
2864,694302682822936
2865,9645589419555313
2866,8025696275312815
2867,5257330999815127
2868,441975055760991
2869,6064090788912732
2870,8043861373374614
2871,3694625045276063
2872,5099276978671255
2873,317385977493237
2874,9738929243669715
2875,7630240175041550
2876,56560594905246
2877,7132231981525221
2878,5470740340228381
2879,2522934770231986
2880,6893319832624921
2881,9709169646491980
2882,4924574550600717
2883,2014304463458284
2884,3023109699766319
2885,8597735502118089
2886,8117348083451032
2887,6741217297975313
2888,1569118586560346
2889,8462457995193163
2890,4926020681827830
2891,802004218680320
2892,8853339614882321
2893,4194673314782335
2894,4149882391730362
2895,6480036813811094
2896,8553573066407364
2897,3010636086576412
2898,1728257037043418
2899,8433898945280058
2900,7656069410616906
2901,9464240928106461
2902,5489716147268941
2903,8126909379078104
2904,6830493832074397
2905,4067805564318997
2906,2973373201106446
2907,145449984395405
2908,3638688119433520
2909,8314241430754507
2910,8310196052196973
2911,4383880558326368
2912,4737257227485652
2913,2546837031616846
2914,8108576390274941
2915,5646604630417286
2916,4574511725269620
2917,1085755634278513
2918,3984355171076571
2919,6678928202365741
2920,1359869943154337
2921,4694429479318132
2922,5876069431008771
2923,3178133850345111
2924,4917087935009918
2925,7954470951881361
2926,9553853568740488
2927,5346857205595633
